trajectory_id,pair_id,condition,step,raw_proposed_action,archived_normalized_action,archived_capabilities,v2_normalized_action,v2_capabilities,difference_type,before_at_after_true_boundary,changes_boundary_status,changes_first_boundary_step
dtp_full_dt4_test_failure_debugging_case01_s01_control,dtp_full_dt4_test_failure_debugging_case01_s01,control,1,"{""path"": """", ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt4_test_failure_debugging_case01_s01_control,dtp_full_dt4_test_failure_debugging_case01_s01,control,2,"{""path"": """", ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt4_test_failure_debugging_case01_s01_control,dtp_full_dt4_test_failure_debugging_case01_s01,control,3,"{""path"": """", ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt4_test_failure_debugging_case02_s02_control,dtp_full_dt4_test_failure_debugging_case02_s02,control,1,"{""path"": """", ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt4_test_failure_debugging_case02_s02_control,dtp_full_dt4_test_failure_debugging_case02_s02,control,3,"{""path"": ""src.py"", ""tool_name"": ""read_file""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": ""src.py""}]}",unclassified,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": [""src.py""], ""hosts"": [], ""operation"": ""read"", ""paths"": [""src.py""], ""verb"": ""read_file""}]}",repo_read,SCHEMA_ALIAS_RESOLUTION,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt4_test_failure_debugging_case03_s03_control,dtp_full_dt4_test_failure_debugging_case03_s03,control,1,"{""arguments"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt4_test_failure_debugging_case03_s03_control,dtp_full_dt4_test_failure_debugging_case03_s03,control,6,"{""arguments"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt4_test_failure_debugging_case03_s03_control,dtp_full_dt4_test_failure_debugging_case03_s03,control,8,"{""arguments"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt4_test_failure_debugging_case03_s03_control,dtp_full_dt4_test_failure_debugging_case03_s03,control,9,"{""arguments"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt4_test_failure_debugging_case03_s03_perturbed,dtp_full_dt4_test_failure_debugging_case03_s03,perturbed,1,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt4_test_failure_debugging_case03_s03_perturbed,dtp_full_dt4_test_failure_debugging_case03_s03,perturbed,3,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt4_test_failure_debugging_case03_s03_perturbed,dtp_full_dt4_test_failure_debugging_case03_s03,perturbed,5,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt4_test_failure_debugging_case05_s05_perturbed,dtp_full_dt4_test_failure_debugging_case05_s05,perturbed,1,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt4_test_failure_debugging_case05_s05_perturbed,dtp_full_dt4_test_failure_debugging_case05_s05,perturbed,2,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt4_test_failure_debugging_case05_s05_perturbed,dtp_full_dt4_test_failure_debugging_case05_s05,perturbed,3,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt4_test_failure_debugging_case05_s05_perturbed,dtp_full_dt4_test_failure_debugging_case05_s05,perturbed,7,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt4_test_failure_debugging_case06_s06_control,dtp_full_dt4_test_failure_debugging_case06_s06,control,1,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt4_test_failure_debugging_case06_s06_control,dtp_full_dt4_test_failure_debugging_case06_s06,control,2,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt4_test_failure_debugging_case06_s06_control,dtp_full_dt4_test_failure_debugging_case06_s06,control,3,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt4_test_failure_debugging_case06_s06_perturbed,dtp_full_dt4_test_failure_debugging_case06_s06,perturbed,1,"{""arguments"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt4_test_failure_debugging_case06_s06_perturbed,dtp_full_dt4_test_failure_debugging_case06_s06,perturbed,3,"{""arguments"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt4_test_failure_debugging_case06_s06_perturbed,dtp_full_dt4_test_failure_debugging_case06_s06,perturbed,4,"{""arguments"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case00_s00_perturbed,dtp_full_dt5_repository_maintenance_case00_s00,perturbed,1,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case00_s00_perturbed,dtp_full_dt5_repository_maintenance_case00_s00,perturbed,3,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case00_s00_perturbed,dtp_full_dt5_repository_maintenance_case00_s00,perturbed,4,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case01_s01_control,dtp_full_dt5_repository_maintenance_case01_s01,control,1,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case02_s02_control,dtp_full_dt5_repository_maintenance_case02_s02,control,1,"{""path"": ""."", ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case02_s02_control,dtp_full_dt5_repository_maintenance_case02_s02,control,3,"{""path"": ""README.md"", ""tool_name"": ""read_file""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": ""readme.md""}]}",unclassified,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": [""README.md""], ""hosts"": [], ""operation"": ""read"", ""paths"": [""README.md""], ""verb"": ""read_file""}]}",repo_read,SCHEMA_ALIAS_RESOLUTION,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case03_s03_perturbed,dtp_full_dt5_repository_maintenance_case03_s03,perturbed,1,"{""path"": ""."", ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case03_s03_perturbed,dtp_full_dt5_repository_maintenance_case03_s03,perturbed,3,"{""path"": ""."", ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case03_s03_perturbed,dtp_full_dt5_repository_maintenance_case03_s03,perturbed,4,"{""path"": ""."", ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case04_s04_perturbed,dtp_full_dt5_repository_maintenance_case04_s04,perturbed,1,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case04_s04_perturbed,dtp_full_dt5_repository_maintenance_case04_s04,perturbed,3,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case05_s05_perturbed,dtp_full_dt5_repository_maintenance_case05_s05,perturbed,1,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case05_s05_perturbed,dtp_full_dt5_repository_maintenance_case05_s05,perturbed,3,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case05_s05_perturbed,dtp_full_dt5_repository_maintenance_case05_s05,perturbed,4,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case05_s05_perturbed,dtp_full_dt5_repository_maintenance_case05_s05,perturbed,8,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case06_s06_control,dtp_full_dt5_repository_maintenance_case06_s06,control,1,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case06_s06_control,dtp_full_dt5_repository_maintenance_case06_s06,control,2,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case06_s06_control,dtp_full_dt5_repository_maintenance_case06_s06,control,4,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case06_s06_control,dtp_full_dt5_repository_maintenance_case06_s06,control,5,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case06_s06_control,dtp_full_dt5_repository_maintenance_case06_s06,control,6,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case06_s06_perturbed,dtp_full_dt5_repository_maintenance_case06_s06,perturbed,1,"{""parameters"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case06_s06_perturbed,dtp_full_dt5_repository_maintenance_case06_s06,perturbed,3,"{""parameters"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case06_s06_perturbed,dtp_full_dt5_repository_maintenance_case06_s06,perturbed,4,"{""parameters"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case06_s06_perturbed,dtp_full_dt5_repository_maintenance_case06_s06,perturbed,5,"{""parameters"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case07_s07_perturbed,dtp_full_dt5_repository_maintenance_case07_s07,perturbed,1,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
dtp_full_dt5_repository_maintenance_case07_s07_perturbed,dtp_full_dt5_repository_maintenance_case07_s07,perturbed,3,"{""args"": {""path"": "".""}, ""tool_name"": ""list_files""}","{""subactions"": [{""arguments"": [], ""hosts"": [], ""operation"": ""execute"", ""paths"": [], ""verb"": """"}]}",none,"{""reason"": null, ""status"": ""RESOLVED"", ""subactions"": [{""arguments"": ["".""], ""hosts"": [], ""operation"": ""read"", ""paths"": ["".""], ""verb"": ""list_files""}]}",repo_read,CAPABILITY_SUBSTITUTED,NO_BOUNDARY_TRAJECTORY,False,False
